非洲恶魔	[0.09484383010194083, 0.11504001032612834, 0.09675356995443254, 0.09484365907712637, -0.09504177723950617, -0.09484382855654568, -0.09695168499613038, -0.09502081311096751, 0.09482271284504601, 0.09693073891353093, -0.11697089992839906, 0.09482468116452712, -0.11504002664871778, -0.11695175271590837, 0.09484365907712795, 0.11696910124058395, 0.09675340049065059, 0.09693058560582254, 0.09484383011757835, -0.09482468273995547, -0.09482468273979505, -0.09675358614176387, -0.09484364260505618, -0.09693056928463233, -0.09482269652525645, 0.09484184390163763, -0.11694976822613555, 0.09502099889869157, 0.09482269653812497, -0.09693058733200424, -0.11695175113909473, -0.09693056944838094, 0.11504180904381318, 0.09482269808490543, 0.09503996063822866, 0.09484383011757822, 0.09693056928463233, 0.09484383010192562, 0.09484184390147866, -0.09484382996808208, 0.09484184390162372, -0.0948226965238558, -0.09502279932705024, -0.09484383011757835, -0.09502081468623545, -0.11694993596635946, 0.0948420314127606, -0.09695170272884165, 0.1150611421950683, 0.0948226965394933, 0.09484186038794612, -0.11677098322631685, 0.09482269652385725, -0.09484383011756152, 0.0948438301161777, 0.09484186022281235, -0.09484383010194244, 0.09484383011757835, -0.09482449537680147, 0.096930570845665, 0.11506112744916154, 0.0948228840363626, 0.09484383011617768, 0.0948438301161777, 0.09484184390302118, -0.11504002666296856, 0.09502081483713092, 0.09502081483573172, 0.09482468273981202, -0.09484186194899417, 0.09484382996669839, -0.09482451327480533, -0.09484201492780493, -0.09482269825003746, 0.09484382855653031, -0.09504194670467313, -0.09484382839125308, 0.09484383011772181, -0.09484184405111838, 0.11694978282239957, -0.1169497666493219, -0.09482269810053977, -0.09675358628987482, -0.09484184390300728, -0.09482468273981202, 0.09484184390162212, -0.11694976664916133, 0.09482288247534383, -0.09484184561355012, -0.0969325374688678, -0.11696891387759037, 0.09502098413853244, 0.09484201509155356, 0.11504199654068392, -0.09502279917740906, 0.09675339877875477, -0.11677278350658138, 0.11505915770374979, -0.09502279760072498, 0.11505915770389322]
人物	[0.09128269695521316, 0.09357268261200404, -0.0913035464257751, -0.0935726826120062, 0.0935726826120062, 0.0935726826120062, -0.0935726826120062, 0.11545727642665177, 0.11543861519433503, 0.0915014603108219, -0.11523849325100427, -0.0935726826120062, 0.1131462517108963, -0.09357268260973742, 0.11521966439925531, 0.09357268261198357, -0.11294852767997475, -0.11314846215972864, -0.09357268261198357, 0.11314865429417366, 0.09152249702027151, 0.0935726826120062, 0.0935726826120062, 0.09357247061447543, 0.0935726826120062, -0.11523851309267256, -0.0935726826120062, -0.0938144388367423, 0.0935958923979103, 0.0935726826120062, -0.0935726826120062, 0.11314867648312925, 0.09357268260976004, 0.09357463857063099, -0.115438639953001, 0.1152406835971436, 0.09130592684378527, -0.11316752282925482, 0.09152471234305448, 0.0935726826120062, 0.09381246259579334, 0.0913035464453952, -0.09357268260976004, 0.0935726826120062, 0.09381227066013013, 0.1131695014197399, 0.0935726826120062, 0.093793399755918, 0.11314648589284271, 0.11295074043279027, 0.09357268260975983, -0.0935726826120062, 0.09357268261198336, -0.09357268260973742, 0.09357268260976004, -0.11316948135560552, 0.0935726826120062, -0.0935726826120062, -0.0935726826120062, -0.11521768580877047, 0.11543642695381885, 0.11543861519679113, 0.09379361175344854, 0.09357268261200599, -0.09357268259035204, 0.0935726826120062, 0.09150365087470226, 0.0935726826120062, -0.09357485056839669, 0.0935726826120062, -0.0935726826120062, 0.09357268260976004, -0.09357268260973721, -0.09357268261198336, -0.11545746623546163, -0.09357268260973721, -0.0935726826120062, 0.11316969359725655, -0.11524068124966678, -0.0935726826120062, 0.11292751080770114, 0.0935726826120062, 0.0935726826120062, -0.09357268261200599, -0.09357464089626652, -0.11523851543790299, 0.09357268261198357, -0.09359591458461976, -0.09128488988824492, -0.1131695037647604, 0.09357487317591133, -0.09357268260973742, 0.0915012683535498, 0.09357247061447543, -0.11295093236843322, 0.11314646372802217, 0.11292991339301277, -0.0935726826120062, 0.0935936994842572, -0.11543842560820336]
邪恶神	[0.10687294898489207, 0.08847944406861318, -0.10687297008353529, 0.08847942477939524, -0.08659876661080053, -0.10685656795139566, 0.10667724105940311, -0.08659876661095091, -0.08848118223314505, 0.10687294877635051, -0.10499440856052804, 0.08640088852866314, 0.10667548566288075, -0.10687315793038332, -0.10499227337750006, 0.10687313886918526, -0.10685464192206444, -0.10669398074168075, 0.10667722179171349, -0.1068729680655701, 0.08660069281127082, 0.08830008031519651, 0.10687315610115834, 0.10667546435569597, -0.10667548364301911, -0.10669379270609254, -0.08828176957458933, 0.10481332423286847, -0.10667743096316323, 0.0883002683311353, -0.1049924805115, -0.10499248235865889, 0.1068731561009743, -0.08660069467925884, -0.10667722179154687, 0.10669381365492643, -0.10685464007337551, 0.10687315610115834, -0.10667724105956793, 0.10685637806879907, 0.0864028341677976, -0.10667548549345558, -0.0865987684613716, 0.08828350977520565, 0.10667548364474909, -0.10687489426585814, -0.08641959293056914, 0.10667722180756836, -0.10667722382916166, 0.10685639731875163, -0.10669400186166995, -0.10667548362509979, -0.10669398260985254, -0.1066752957784212, 0.10479654825758926, 0.10667548547397422, -0.08828176955493985, -0.08828350975727024, 0.10499423794596992, -0.10669381180621995, 0.08659874715232209, -0.10499421884567442, -0.10687489628573738, 0.08660052406300423, 0.08658217829330918, -0.08828177161030584, 0.08659876642189236, 0.10685639731873568, -0.10667742909498969, 0.10687489426585667, -0.08659876845948943, 0.08660050664385463, -0.08828350977691955, 0.10669400169051467, 0.10685463990409928, -0.08659857840593602, 0.10481330701866268, 0.0865821782932916, -0.10685464192396255, -0.08828350958799398, 0.1068748944368644, -0.10669379455479902, 0.1068731581191396, -0.10687315629005055, 0.10669398242077656, -0.10499422052493979, 0.08640285141751873, 0.10667548362682965, 0.10669400187754227, -0.1066939805722221, -0.10687508431944341, -0.0882817716120214, 0.08847925416466901, -0.08640283416797999, 0.10685658535432394, 0.08828369762359979, 0.08830026853969125, 0.10499246327956041, -0.08659874918991929, 0.08659876644152412]
虚构恶魔	[0.10359655625583127, -0.10361503582593248, -0.08373640267005562, 0.10359654008968769, 0.10359670835864092, 0.08563249283085289, -0.10359655778558424, 0.08565288074246233, -0.10359843396870551, 0.10361503751546311, 0.10359654023437831, 0.1019014452970554, -0.10378096376518375, 0.10378096530890073, 0.10361676129000899, -0.10359843380907155, 0.10359845134515876, 0.10190144529852689, 0.10189953389850873, -0.10359654010365156, -0.10190142929217602, 0.10359844981513348, 0.10189953388339269, 0.1035982832485074, 0.10359843380907006, -0.10379753378345341, 0.1035982655539092, -0.10189970229805768, 0.10188296556848771, 0.10359654024948066, 0.10359655778428573, -0.1036150375018019, -0.10378077950384483, 0.10359654008983255, -0.10359654163354687, 0.10359654008984655, 0.10359654009115904, -0.10359655778428573, 0.10359845150351073, 0.10379754977584027, 0.10379770202609419, 0.0856509710309816, 0.1018995354270942, 0.1036169312348471, 0.10359655624188124, -0.10378094944866774, -0.08565288228630899, -0.10378094775899332, -0.10379753545919299, -0.08563250714751416, 0.10359654176427362, 0.08393548493617944, -0.10377907157586935, 0.10189953388340653, 0.08393722795045365, 0.1018829655546965, -0.10189953404305448, 0.10359654009114384, -0.10378096545472967, -0.10359845134515863, -0.10359845134647112, 0.1036150213496234, -0.10378096545487482, 0.10189953402925081, -0.08393737881374125, 0.10378094775897934, -0.10377905558332497, -0.10377922229475633, 0.1035965577855829, -0.10189970368355387, 0.1018995338834052, 0.10188279731348447, 0.10361503735582903, -0.0856509708710588, 0.10190144529852689, 0.10361518823437939, 0.1037975514653849, -0.10171702162302923, -0.10359828171990791, -0.08563440255629748, -0.10359654163354805, -0.1037809654534325, -0.10359655624188124, -0.10359654008983121, -0.08373467566211845, -0.08563440254249248, -0.08563440255629762, -0.10190144528326571, -0.08563438640556131, 0.10377905403960931, -0.10378094777409552, -0.10359845150495173, -0.08563423261173435, -0.08393739466031289, -0.10359654008983257, 0.10188279731349965, -0.10171891381248754, -0.10359845150482308, 0.08391891661865106, -0.08393565319134177]
神曲中的恶魔	[-0.10549341406597244, -0.10568711104462623, 0.08547230240630853, 0.10549158303109547, 0.10549158301680465, -0.08565219817071573, -0.10549159981346733, 0.1056696676841065, 0.1038054561865455, -0.10380545478249292, 0.10549175593334016, 0.10360975555618233, -0.0854566886460534, 0.10550902794636376, 0.10567148036774585, -0.10550918406623656, 0.10549341405169617, -0.10380545620251065, 0.08735578529564345, -0.1054915830310955, -0.10549158318163215, -0.08753386825933415, -0.10549158318163226, 0.10380362687123001, -0.10549325651317612, -0.10568711120943931, -0.10550919927943896, -0.08545485746079882, -0.10550902652787547, -0.10549158301681921, 0.08733835856679972, -0.10568728379633412, -0.08733834179886331, 0.10550902637565018, -0.0873383419510742, 0.0873576161799836, -0.10567149731477159, -0.0875340427290741, 0.10549158318163215, 0.10378633949462669, -0.08545668849398716, -0.08547413185605085, 0.08565221512095982, -0.08545652955294399, 0.08733835716427674, 0.10551084064429388, 0.10551085741221576, 0.10549341405153709, -0.08733834195092967, 0.08565221496873437, -0.10568728379633426, -0.08545667171331833, -0.10549158458584404, 0.08565038548691722, -0.10549175733602237, -0.10566982522262656, -0.10568712485360232, -0.10549159839650887, -0.10549158318179133, -0.10549341263151928, -0.08545668709160868, 0.08565054145810107, 0.10568893910779616, 0.10568893910626649, -0.10549325509467344, 0.10549323973094878, 0.10568712625627022, 0.1055108559937133, 0.10549158303125468, -0.10551068310591852, 0.10380528201649411, -0.08545485902982378, -0.1055090263773245, -0.08733834179902251, 0.10549158458416968, 0.08733999849871663, 0.10360810042686901, -0.10549325510896423, -0.10380545478247838, 0.10549325667798908, -0.10568892372810637, -0.10566966612951716, 0.10380545618669014, 0.10551085599358308, 0.10549158458430005, 0.08735595946415085, -0.10549159839482013, 0.08565221510485013, 0.10566983903176186, -0.08733835856679985, -0.10549323973096332, -0.10568878156776099, -0.08733834350414854, 0.10549159979887282, -0.10568711104462623, -0.10549158316735574, 0.10380362673525907, -0.08733850089197272, -0.10549323988149999, 0.10549339726948323]
犹太教中的恶魔	[0.11552486414123851, 0.09556024706996526, -0.11761248543652311, -0.11554782683033148, -0.09556225674556286, 0.09579875860567336, -0.09556004258416935, 0.09556006417635791, 0.09325670888790213, 0.1155476398369536, -0.09580056382928752, 0.09325869716585189, 0.11552506861004949, -0.09558282033824621, 0.11761047780249013, -0.09347445257348402, -0.09556004462728608, -0.09349739161375044, -0.09556006417634194, 0.09556223515356223, 0.09580056176932575, 0.09579857572887912, -0.09349739179006447, 0.09349741132212264, 0.09556006415792762, -0.11761049733469957, -0.09347662355051607, 0.09577780560742147, 0.1155476418951434, 0.09556006417634194, -0.09556004444957304, -0.09558103484175946, 0.09556004277888175, -0.09556223515337413, 0.09556006417651404, -0.11552687383189153, -0.09556205208202198, 0.09580076829809987, -0.11761047574411392, 0.09556004277888175, 0.11532790842199005, 0.09556004258433964, -0.09558300321522854, 0.09556205021678855, -0.09577997882229894, -0.09580056381227052, 0.11554583667171732, 0.11554782477212572, 0.09558083223800824, -0.09558101513164906, 0.09349741114423735, 0.09580074857114305, 0.09349718714319943, -0.0932566893555049, 0.09347644065670498, 0.09349741132212096, -0.09349542323872957, -0.09556004258432366, -0.11530912828283266, -0.0934952206165654, 0.09556004258434132, 0.11530714224238593, 0.09327766003948816, 0.09349739162899533, -0.11761068021324983, 0.09556026678009315, 0.09556006417652987, -0.09556024891854152, -0.1155478463642968, 0.09580074688379327, -0.09556225470261809, 0.09556006415775718, -0.09347443286494304, -0.11530712065019719, 0.1153298984042902, -0.09579876048949, 0.09349739349422705, 0.09347443303950109, -0.09325670908085715, -0.09349741320437124, 0.0955600425843398, 0.09558300340978648, 0.09577997864422735, 0.09556004464430311, 0.09349720854065978, 0.1155478463642968, -0.09558083223644033, -0.0958007485898823, 0.09556006398178388, -0.09577979557289269, -0.09556004277888341, -0.09556006417634194, 0.09556004444955692, -0.09556004445114262, 0.0955600622944677, 0.1155476418935755, 0.09577997866124437, 0.09556004258434131, 0.11532809318084644, 0.09580076624004857]
所罗门七十二柱魔神	[-0.1039357096165517, -0.1041185752293107, 0.10395290478011224, 0.10221265057058199, 0.08615122898633348, -0.10395111905158227, -0.08441453055731139, 0.1041015645187554, -0.10410155021643124, -0.10411695950262863, -0.10411697395388847, -0.1041169593424754, 0.10411874521851985, 0.10411695950394853, 0.1041169594887993, -0.10411695950394853, 0.10411712813416742, 0.1041169739539017, -0.08613583432395831, 0.10395111905158341, 0.10411857522943871, 0.10393410696701662, -0.1041169754590866, -0.1041169595025006, 0.10239567186890734, 0.10395111905171142, -0.1041169593424622, -0.1041171294931455, -0.10411695950394853, 0.10221442047646831, -0.1023956717227116, 0.08615139928453006, 0.08441453055729942, -0.10411874523377171, -0.10395289031644546, 0.1023802451046126, 0.10221263458659341, 0.10395111905171145, 0.08631708541017775, 0.08631868668439488, 0.10411874521851988, -0.08613420246683584, -0.10239742578911193, 0.08459738170495343, 0.10410156451888343, 0.10410156451887012, 0.10239565588349499, 0.10411695950393521, 0.10411858967939201, 0.08458035520072221, 0.08442992554250463, -0.08441274468257248, 0.1039529047662707, -0.10238026091342702, 0.1041187452336437, -0.10410156315989437, -0.1041169593424622, -0.10393572421416074, -0.0844145305573115, 0.0844315570768079, -0.10395111905040486, 0.10393572406650498, 0.1023786451879367, 0.10411695935773947, 0.0861528447132716, -0.10221442060739766, 0.0845785851473347, 0.10411874521863469, -0.10395111905026351, 0.10411857508323089, 0.1039511189040689, -0.10395111905171145, -0.08441453070351933, -0.10411697531276283, 0.08631707097418297, -0.10393570976406612, -0.10411695949011797, -0.10409977880417072, 0.08443009417258342, -0.1039341083424495, -0.1041169593577286, 0.10395111903643296, 0.10411873078383177, 0.10411695950380717, -0.08631706960005688, 0.10411697394007122, 0.10411873078239717, -0.1041169753127495, -0.10411695950393521, -0.10411711352287042, 0.0844145305573115, -0.10411697531419743, -0.10395288894220207, 0.10239565589862128, -0.10409993450478368, 0.10411695949011683, 0.10411859105207026, -0.08630167324072423, 0.10395275058743844, 0.10239567170743434]
堕天使	[0.1053459067061856, -0.10518068939252667, 0.10357186001429607, -0.10357186001552512, 0.08718908691212363, -0.08521805733030736, 0.08700807475636904, 0.10518086703501398, -0.08717143011328776, -0.10359136086935158, -0.10339083275705063, 0.08700807489608764, -0.0852162103199967, 0.10536187758007756, -0.10536187758007756, 0.10534606910622155, 0.10534589160483904, 0.10534605239543875, 0.10534438465198556, -0.10357186001429729, -0.10536372459025549, -0.10534590831686254, 0.10534606925963105, 0.10536203866531405, -0.08539906787674437, -0.08717143012682142, -0.10518070610453732, -0.08521805733016181, 0.08523386564952479, 0.08700639028598386, -0.08700622804083806, 0.10338900246028375, -0.08539906934483707, 0.1053458914772668, -0.10357186148360627, -0.08521621033490401, 0.10536189444563171, 0.10534423750831656, 0.10534438319619888, -0.10536354826243738, 0.10518086703500118, -0.10518086555050792, 0.10359134562691429, 0.10517918111008401, 0.10536372443547133, -0.08521804047704634, -0.10518086703499993, 0.08523388237508206, -0.10358951696790447, 0.10338900246015209, 0.1051806892376226, -0.10518086555201421, 0.08523555011989582, 0.10536372296739144, 0.10518086703486841, 0.10536372296603193, -0.105363724589002, -0.0870064056697789, 0.08540089948958202, 0.1053442224054677, 0.1053618790509044, -0.10534422225082667, -0.08700805816930131, -0.08523571264478261, -0.10536372443685867, 0.10534422225206842, 0.1053442222520811, -0.10534422225083934, -0.08700807489623319, 0.10534590818930432, -0.10340681871862506, 0.08523569594629303, 0.10518086703501263, -0.10534423911763527, 0.10518086703501396, -0.10357370553995635, 0.10536356219047108, -0.10534423911626187, 0.10536356365979276, 0.10534422240423837, 0.10518086703500118, 0.10534423911763414, -0.10534439842387457, -0.10534422225069515, -0.08541673860086592, -0.10518085177740374, 0.10516136484886425, -0.10359136235369952, 0.08700791396575545, 0.08523569580642888, 0.105361877581465, 0.10357352924073755, -0.08700805802942436, 0.10534606765031482, 0.1051631948535996, 0.10518085165119358, 0.10338900245892169, 0.08718926323732622, -0.10534438480415564, -0.10357370688321081]
基督教中的恶魔	[0.10791218203061001, 0.08747246634380118, -0.08747403481439965, 0.08747231862257931, -0.10808424406813334, -0.08766263185904191, 0.10810219983778734, 0.08930024347244525, -0.10808595889126889, 0.10808425706426819, 0.08928542071887294, -0.08928370438796748, 0.10810234906702776, -0.10791218339801918, 0.08947401911920104, 0.08747248205002359, 0.10808424271530755, 0.10810064694732224, 0.08747233297441741, -0.08928370437468978, 0.1081023348424493, -0.08947401911933327, 0.08747231862400293, -0.08945591290512508, 0.10810220133255842, 0.1061006642763756, 0.10792842434452196, -0.10810063409183979, 0.10808424406813184, 0.1062892469707499, -0.10810234906702776, 0.10810234905376584, -0.10791203432397019, 0.0892837045136397, 0.10791360156324954, 0.0892854192240877, -0.1081007961634485, 0.10810234755912859, 0.10810234905391386, -0.08747248056852885, 0.08764452701392947, 0.10791203430925593, -0.08928541921097216, 0.10810063273599155, -0.08747387149963462, -0.10610064854388071, 0.08749027725424978, 0.08766248563258967, 0.1081023475722583, 0.10792997722170948, 0.10627285707430036, -0.1061007962652232, 0.08766263335238778, 0.10810234905391251, -0.08930180924622241, 0.10793013930801826, 0.08747233434194451, 0.0876460799042467, 0.10810234905247444, 0.10610064855714549, -0.10793012494306478, 0.10810234769963449, -0.10810234892795989, 0.08947400489331556, -0.0874904236080653, -0.10628939469353044, -0.10791203567822108, 0.0894738558189878, 0.10810078195211643, -0.08747403495505643, -0.1080842441953757, 0.08928370588273858, 0.10627285693520228, -0.0876610648847844, 0.1081023489266685, 0.10810234905376584, -0.08947230280286465, 0.10628939469210534, -0.08928370438796898, 0.10810234905247582, -0.08747231874967666, 0.1079284243445062, 0.10810220134567368, -0.10791203580389332, -0.08764467608954997, 0.08947386990320687, -0.10791203432397166, -0.08748871012606213, -0.08747231860774565, 0.10627457313915843, -0.10810234757382842, -0.10791358856698083, 0.10810234905389807, 0.08747231860916789, 0.10792843869492053, 0.10627285693536608, 0.10810063273742945, 0.08747246769948835, -0.08747231862387057, -0.10808424284111336]
首相	[0.1040740041254633, -0.10388165228886267, -0.10387973621690402, -0.0860209806969078, 0.1060969963227724, -0.08602081360640916, 0.10387975233869744, 0.1038629504566581, -0.10386311738673212, -0.1038629504566568, 0.08604129677678109, 0.08603936627280782, 0.10405527161072037, 0.10407400426939316, 0.10407207362149004, -0.10405545479277685, 0.10407398967825991, 0.10588417759948784, 0.08602081360625517, -0.10407400578328066, -0.10588417911336158, -0.10388165061439775, 0.08582847620322756, 0.08602081529593464, -0.10407398801885855, 0.08582847621844211, -0.10588436063616795, -0.1058841935622867, 0.10407400426939459, 0.08603936612730607, 0.1058841791133616, 0.10588436063772624, -0.10386309962243395, 0.10407400412560096, 0.10387973623367697, 0.08401812302326025, 0.08602274576805925, -0.10407207362306206, 0.10386118522652585, -0.08583039059916286, 0.1038629504566717, -0.10588417745409773, 0.10588417745409785, -0.08582865923833552, 0.10386293586395311, 0.1040740057834345, 0.10407398967824764, 0.1040740057834195, -0.1038816683802652, 0.10407400412560086, -0.10405352264632771, 0.103863117386732, 0.08604127899571151, -0.10407400578329414, 0.10588417896799868, 0.10588417745554295, -0.10386295029607935, -0.08583022684066711, 0.10387973623366324, 0.10588434301566352, -0.10609506583544533, 0.10588417745552937, -0.08604111372490006, -0.10588417911336173, -0.1040552893752829, 0.10386311724149458, -0.08604111357793805, 0.10387975401317454, -0.08603936461499062, -0.10387973623367697, 0.1040740056394882, -0.08602274411036727, -0.10607668193414908, -0.1040740041254633, 0.10407382426048789, 0.10407400427083983, 0.08401830454604069, -0.10388166823488856, -0.10388148534200235, -0.10588417759947437, -0.1038613523309342, -0.1038611853855326, -0.10588417745568336, 0.08582847787613408, 0.0858284762183017, 0.10388166670421752, 0.08602272966288622, 0.0860412952475388, -0.10588417745566846, 0.10407383870941443, -0.10387973637746788, -0.10407209141789953, -0.08583022518283476, -0.10407400578329426, 0.10590272843084568, -0.10405545479276328, -0.10386118689940634, -0.1040740057834345, 0.08604129675999453, -0.10588419354550155]
